"district_code","district","grades_served","district_type","urbanicity","num_schools","num_high_schools","enrollment_2025","enrollment_change_6yr_pct","n_aian","pct_aian","n_aapi","pct_aapi","n_hispanic","pct_hispanic","n_black","pct_black","n_white","pct_white","n_multiracial","pct_multiracial","total","pct_lowinc","n_el","pct_el","pct_sped","n_ela_prof__9_12","pct_ela_prof__9_12","n_math_prof__9_12","pct_math_prof__9_12","n_ela_prof__3_8","pct_ela_prof__3_8","n_math_prof__3_8","pct_math_prof__3_8","pct_grad","pct_reg_attend","per_pupil_spending","pct_csi_tsi","pct_lang_eo","pct_lang_spanish","pct_lang_indo","pct_lang_aapi","pct_lang_other","pct_fte_cert"
72,"Alton","K-8","Traditional","Rural",1,0,407,-0.05,0,0,2,0,10,0.02,0,0,389,0.96,6,0.01,"407",0.15,0,0,0.24,NA,NA,NA,NA,246,0.46,246,0.29,NA,0.99,25233,0,NA,NA,NA,NA,NA,1
39,"Amherst","K-8","Traditional","Rural",2,0,1312,0,2,0,18,0.01,92,0.07,11,0.01,1149,0.88,40,0.03,"1,312",0.05,11,0.01,0.19,NA,NA,NA,NA,866,0.69,866,0.69,NA,0.98,22258,0,0.96,0.03,0.02,NA,NA,0.980667829355605
86,"Barnstead","K-8","Traditional","Rural",1,0,449,-0.07,0,0,3,0.01,8,0.02,2,0,436,0.97,0,0,"449",0.27,0,0,0.25,NA,NA,NA,NA,304,0.31,298,0.16,NA,1,18272,0,1,NA,NA,NA,NA,1
74,"Barrington","K-8","Traditional","Rural",3,0,941,-0.01,0,0,7,0.01,25,0.03,3,0,876,0.93,30,0.03,"941",0.12,1,0,0.22,NA,NA,NA,NA,566,0.54,570,0.43,NA,0.98,18787,0,0.98,NA,0.02,NA,NA,1
25,"Bedford","K-12","Traditional","Suburban",6,1,3968,-0.12,5,0,361,0.09,220,0.06,35,0.01,3070,0.77,277,0.07,"3,968",0.05,44,0.01,0.17,288,0.86,288,0.53,1770,0.78,1780,0.73,0.95,0.98,18498,0,0.89,0.02,0.06,0.03,NA,1
3,"Berlin","K-12","Traditional","Rural",3,1,970,-0.15,2,0,12,0.01,46,0.05,9,0.01,878,0.9,23,0.02,"970",0.52,3,0,0.19,82,0.43,82,0.16,436,0.33,444,0.26,0.9,0.97,24138,0,0.98,NA,0.02,NA,NA,0.93000002
67,"Bow","K-12","Traditional","Rural",4,1,1690,0,0,0,17,0.01,68,0.04,9,0.01,1545,0.91,51,0.03,"1,690",0.05,6,0,0.17,132,0.81,132,0.42,700,0.69,700,0.58,0.92,0.98,18395,0,0.96,0.03,0,NA,NA,0.985915492957746
82,"Chester","K-8","Traditional","Rural",1,0,508,0.03,1,0,10,0.02,35,0.07,0,0,453,0.89,9,0.02,"508",0.05,2,0,0.19,5,NA,5,NA,318,0.64,318,0.59,NA,0.98,17397,0,1,NA,NA,NA,NA,1
6,"Claremont","K-12","Traditional","Rural",6,1,1534,-0.13,3,0,17,0.01,109,0.07,17,0.01,1312,0.86,76,0.05,"1,534",0.45,7,0,0.25,88,0.52,88,0.15,606,0.32,610,0.26,0.8,0.96,23288,0.17,0.97,NA,0.01,0.02,NA,0.904092072837697
7,"Colebrook","K-12","Traditional","Rural",2,1,288,-0.11,0,0,0,0,17,0.06,0,0,263,0.91,8,0.03,"288",0.42,0,0,0.2,28,0.59,28,0.33,104,0.44,104,0.25,0.96,0.97,23007,0,NA,NA,NA,NA,NA,0.82
8,"Concord","K-12","Traditional","Rural",7,1,3832,-0.13,14,0,208,0.05,232,0.06,352,0.09,2932,0.76,94,0.02,"3,832",0.37,219,0.05,0.21,302,0.62,302,0.28,1502,0.54,1506,0.46,0.82,0.98,23159,0,0.92,0.01,0.05,0.02,0.01,0.990144211455572
1,"Contoocook Valley","K-12","Traditional","Rural",11,1,1936,-0.11,0,0,17,0.01,56,0.03,14,0.01,1801,0.93,48,0.02,"1,936",0.25,2,0,0.23,152,0.61,152,0.21,780,0.53,780,0.44,0.93,0.97,26428,0,0.98,0.01,0.01,0,NA,1
9,"Conway","K-12","Traditional","Rural",4,1,1410,-0.18,5,0,37,0.03,47,0.03,7,0,1290,0.91,24,0.02,"1,410",0.38,8,0.01,0.18,138,0.6,138,0.27,528,0.49,528,0.34,0.92,0.97,23169,0,0.95,0.04,0,NA,NA,0.873737373737374
100,"Cornish","K-8","Traditional","Rural",1,0,137,0.43,0,0,0,0,1,0.01,2,0.01,132,0.96,2,0.01,"137",NA,0,0,0.13,NA,NA,NA,NA,65,NA,65,NA,NA,0.98,30960,0,1,NA,NA,NA,NA,1
99,"Croydon","K-6","Traditional","Rural",1,0,22,-0.31,0,0,0,0,0,0,0,0,22,1,0,0,"22",NA,0,0,NA,NA,NA,NA,NA,10,NA,10,NA,NA,0.98,32103,0,NA,NA,NA,NA,NA,1
10,"Derry Cooperative","K-8","Traditional","Suburban",7,0,3009,-0.09,7,0,43,0.01,310,0.1,33,0.01,2483,0.82,133,0.04,"3,009",0.26,25,0.01,0.24,NA,NA,NA,NA,1890,0.47,1886,0.34,NA,0.98,21028,0,NA,NA,NA,NA,NA,NA
11,"Dover","K-12","Traditional","Suburban",5,1,3479,-0.12,6,0,215,0.06,230,0.07,56,0.02,2757,0.79,215,0.06,"3,479",0.27,98,0.03,0.21,318,0.63,318,0.26,1330,0.55,1352,0.42,0.86,0.98,18618,0,0.95,0.03,0.02,0,0,0.980935251798561
14,"Epping","K-12","Traditional","Rural",3,1,871,-0.1,2,0,6,0.01,30,0.03,4,0,807,0.93,22,0.03,"871",0.21,6,0.01,0.21,42,0.68,42,0.38,386,0.56,396,0.38,0.89,0.98,22722,0,0.98,NA,0.02,NA,NA,1
16,"Exeter","K-6","Traditional","Rural",2,0,807,-0.17,3,0,20,0.02,26,0.03,12,0.01,722,0.89,24,0.03,"807",0.17,17,0.02,0.2,NA,NA,NA,NA,382,0.69,376,0.71,NA,0.98,28218,0,NA,NA,NA,NA,NA,NA
60,"Fall Mountain Regional","K-12","Traditional","Rural",11,1,1394,-0.09,0,0,3,0,42,0.03,7,0,1298,0.93,44,0.03,"1,394",0.38,3,0,0.22,92,0.59,92,0.24,560,0.56,560,0.38,0.86,0.97,24081,0,0.96,NA,0,0.01,0.02,1
61,"Farmington","K-12","Traditional","Rural",3,1,732,-0.15,1,0,7,0.01,15,0.02,4,0.01,657,0.9,48,0.07,"732",0.41,0,0,0.21,48,0.57,48,0.05,300,0.48,294,0.37,0.8,0.97,22655,0,NA,NA,NA,NA,NA,0.933701657458563
18,"Franklin","K-12","Traditional","Rural",3,1,843,-0.11,4,0,4,0,72,0.09,4,0,733,0.87,26,0.03,"843",0.61,5,0.01,0.35,52,0.44,52,0.05,310,0.22,310,0.16,0.78,0.97,21464,0.67,0.99,0.01,NA,NA,NA,0.916398713826367
83,"Fremont","K-6","Traditional","Rural",1,0,52,-0.22,0,0,0,0,3,0.06,0,0,49,0.94,0,0,"52",0.46,0,0,0.42,NA,NA,NA,NA,27,NA,27,NA,NA,0.98,35275,0,NA,NA,NA,NA,NA,1
73,"Gilford","K-12","Traditional","Rural",3,1,1050,-0.07,1,0,15,0.01,22,0.02,9,0.01,984,0.94,19,0.02,"1,050",0.14,8,0.01,0.15,108,0.68,108,0.28,396,0.64,396,0.58,0.97,0.98,23377,0,0.93,NA,0.07,NA,NA,1
79,"Gilmanton","K-8","Traditional","Rural",1,0,335,-0.18,0,0,1,0,6,0.02,0,0,319,0.95,9,0.03,"335",0.17,0,0,0.11,NA,NA,NA,NA,242,0.63,246,0.58,NA,0.98,20745,0,NA,NA,NA,NA,NA,1
19,"Goffstown","K-12","Traditional","Rural",5,1,2767,-0.04,6,0,32,0.01,117,0.04,40,0.01,2473,0.89,99,0.04,"2,767",0.14,33,0.01,0.22,248,0.77,248,0.4,1230,0.54,1230,0.44,0.94,0.97,17079,0,0.98,0.01,0.01,0.01,NA,0.933222037285292
20,"Gorham","K-12","Traditional","Rural",3,1,372,-0.07,0,0,7,0.02,16,0.04,1,0,336,0.9,12,0.03,"372",0.28,1,0,0.2,32,0.65,32,0.26,154,0.46,154,0.39,0.96,0.98,22360,0.33,0.97,NA,0.03,0.01,NA,NA
49,"Governor Wentworth Regional","K-12","Traditional","Rural",8,1,2076,-0.11,9,0,20,0.01,54,0.03,25,0.01,1949,0.94,19,0.01,"2,076",0.35,5,0,0.18,132,0.65,132,0.29,886,0.53,880,0.45,0.96,0.97,24370,0,0.97,0,0.03,NA,NA,NA
75,"Grantham","K-6","Traditional","Rural",1,0,258,0.19,1,0,5,0.02,15,0.06,1,0,222,0.86,14,0.05,"258",0.05,5,0.02,0.16,NA,NA,NA,NA,152,0.86,152,0.87,NA,0.98,24396,0,NA,NA,NA,NA,NA,1
50,"Greenland","K-8","Traditional","Suburban",1,0,367,-0.11,0,0,8,0.02,16,0.04,1,0,328,0.89,14,0.04,"367",0.05,5,0.01,0.16,NA,NA,NA,NA,246,0.76,250,0.54,NA,0.98,23439,0,0.95,0.03,0.03,NA,NA,1
55,"Hampstead","K-8","Traditional","Suburban",2,0,822,-0.03,3,0,7,0.01,46,0.06,1,0,749,0.91,16,0.02,"822",0.12,0,0,0.24,5,NA,5,NA,494,0.56,488,0.51,NA,0.98,26754,0,0.96,NA,NA,0.05,NA,1
90,"Hampton","K-8","Traditional","Suburban",3,0,898,-0.14,3,0,21,0.02,64,0.07,5,0.01,775,0.86,30,0.03,"898",0.15,0,0,0.18,NA,NA,NA,NA,606,0.73,606,0.6,NA,0.98,24973,0,1,NA,0,NA,NA,1
70,"Hanover","K-6","Traditional","Rural",1,0,463,0.01,0,0,47,0.1,30,0.06,9,0.02,336,0.72,41,0.09,"463",0.05,17,0.03,0.16,NA,NA,NA,NA,236,0.8,236,0.79,NA,0.98,25447,0,0.92,0.01,0.04,0.01,0.02,1
23,"Haverhill Cooperative","K-12","Traditional","Rural",3,1,626,-0.11,0,0,13,0.02,20,0.03,6,0.01,580,0.93,7,0.01,"626",0.36,3,0,0.22,52,0.65,52,0.22,260,0.36,260,0.21,0.98,0.98,22463,0,NA,NA,NA,NA,NA,1
24,"Henniker","K-8","Traditional","Rural",1,0,402,-0.01,0,0,1,0,12,0.03,5,0.01,378,0.94,6,0.01,"402",0.19,0,0,0.24,NA,NA,NA,NA,240,0.51,240,0.44,NA,0.98,22023,0,NA,NA,NA,NA,NA,0.974683544303797
103,"Hill","K-6","Traditional","Rural",1,0,63,0.03,0,0,2,0.03,2,0.03,0,0,57,0.9,2,0.03,"63",0.41,0,0,0.27,NA,NA,NA,NA,20,NA,20,NA,NA,0.97,20430,0,NA,NA,NA,NA,NA,1
34,"Hillsboro-Deering","K-12","Traditional","Rural",3,1,981,-0.13,1,0,4,0,47,0.05,12,0.01,889,0.91,28,0.03,"981",0.42,3,0,0.23,78,0.59,78,0.16,406,0.42,400,0.41,0.84,0.97,24482,0,0.97,0.03,NA,0,NA,NA
92,"Hinsdale","K-12","Traditional","Rural",3,1,518,-0.07,2,0,9,0.02,22,0.04,5,0.01,445,0.86,35,0.07,"518",0.47,3,0.01,0.24,32,0.52,32,0.19,234,0.28,234,0.22,0.9,0.98,25047,0,NA,NA,NA,NA,NA,1
41,"Hollis-Brookline","7-12","Traditional","Rural",2,1,1114,-0.11,1,0,60,0.05,6,0.01,10,0.01,1007,0.9,30,0.03,"1,114",0.05,4,0,0.13,142,0.87,142,0.56,340,0.68,340,0.57,0.94,0.98,21086,0,0.92,0.01,0.07,NA,NA,NA
15,"Hooksett","K-8","Traditional","Suburban",3,0,1276,-0.03,2,0,49,0.04,91,0.07,14,0.01,1075,0.84,45,0.04,"1,276",0.17,33,0.03,0.21,5,NA,5,NA,810,0.61,816,0.62,NA,0.99,19285,0,0.96,NA,0.01,0.01,0.02,0.989626556231814
66,"Hopkinton","K-12","Traditional","Rural",4,1,936,-0.07,1,0,5,0.01,45,0.05,10,0.01,834,0.89,41,0.04,"936",0.05,0,0,0.19,72,0.82,72,0.28,430,0.73,430,0.61,1,0.98,22424,0,1,NA,NA,NA,NA,1
81,"Hudson","K-12","Traditional","Suburban",7,1,2921,-0.12,6,0,67,0.02,313,0.11,45,0.02,2338,0.8,152,0.05,"2,921",0.18,51,0.02,0.17,218,0.61,218,0.27,1246,0.57,1246,0.44,0.86,0.99,18577,0,0.94,0.02,0.03,0.02,NA,0.937777777777778
2,"Inter-Lakes Cooperative","K-12","Traditional","Rural",4,1,913,-0.11,1,0,10,0.01,25,0.03,9,0.01,842,0.92,26,0.03,"913",0.26,4,0,0.2,72,0.69,72,0.36,406,0.53,406,0.47,0.92,0.98,31987,0,NA,NA,NA,NA,NA,NA
47,"Jaffrey-Rindge","K-12","Traditional","Rural",4,1,1149,-0.18,1,0,10,0.01,77,0.07,12,0.01,1019,0.89,30,0.03,"1,149",0.31,4,0,0.2,72,0.58,72,0.24,480,0.43,480,0.3,0.98,0.98,20656,0,0.98,NA,0.02,NA,NA,NA
65,"Kearsarge Regional","K-12","Traditional","Rural",8,1,1668,-0.03,4,0,20,0.01,48,0.03,9,0.01,1555,0.93,32,0.02,"1,668",0.15,5,0,0.17,122,0.7,122,0.31,790,0.61,790,0.49,0.95,0.98,25964,0,0.99,0,0.01,0,NA,1
29,"Keene","K-12","Traditional","Rural",7,1,2999,-0.1,26,0.01,75,0.03,161,0.05,49,0.02,2592,0.86,96,0.03,"2,999",0.35,16,0.01,0.2,292,0.68,292,0.27,1090,0.54,1084,0.41,0.92,0.97,19378,0,0.95,NA,0.02,0.01,0.01,0.953511657829177
30,"Laconia","K-12","Traditional","Rural",5,1,1806,-0.08,1,0,24,0.01,129,0.07,43,0.02,1544,0.85,65,0.04,"1,806",0.53,245,0.14,0.24,132,0.44,132,0.11,754,0.46,754,0.35,0.85,0.97,22815,0,0.92,0,0.06,0,0.02,0.969135802469136
88,"Lebanon","K-12","Traditional","Rural",4,1,1632,0.01,4,0,141,0.09,85,0.05,47,0.03,1319,0.81,36,0.02,"1,632",0.21,60,0.04,0.17,138,0.76,138,0.51,654,0.59,654,0.55,0.91,0.98,26624,0,0.91,NA,0.05,0.04,NA,1
71,"Lempster","K-8","Traditional","Rural",1,0,132,0.32,0,0,1,0.01,9,0.07,0,0,122,0.92,0,0,"132",0.42,0,0,0.21,NA,NA,NA,NA,65,NA,65,NA,NA,0.97,22495,0,NA,NA,NA,NA,NA,0.9
68,"Lincoln-Woodstock","K-12","Traditional","Rural",3,1,241,-0.16,2,0.01,10,0.04,6,0.02,4,0.02,214,0.89,5,0.02,"241",0.35,9,0.03,0.2,12,0.27,12,0.27,116,0.55,116,0.46,0.93,0.97,31584,0,NA,NA,NA,NA,NA,NA
27,"Litchfield","K-12","Traditional","Suburban",3,1,1112,-0.14,1,0,16,0.01,78,0.07,9,0.01,965,0.87,43,0.04,"1,112",0.14,7,0.01,0.2,68,0.58,68,0.22,502,0.58,502,0.41,0.99,0.98,19261,0,0.98,0.01,0.01,NA,NA,0.951171875
84,"Littleton","K-12","Traditional","Rural",3,1,563,-0.17,4,0.01,13,0.02,46,0.08,5,0.01,478,0.85,17,0.03,"563",0.55,34,0.05,0.21,42,0.5,42,0.19,252,0.47,252,0.44,0.95,0.97,27866,0,NA,NA,NA,NA,NA,1
12,"Londonderry","K-12","Traditional","Suburban",6,1,3924,-0.08,1,0,62,0.02,208,0.05,39,0.01,3473,0.88,141,0.04,"3,924",0.13,21,0.01,0.21,288,0.75,288,0.35,1730,0.57,1730,0.51,0.95,0.98,20741,0,0.96,0.01,0.02,0.01,NA,1
76,"Lyme","K-8","Traditional","Rural",1,0,187,0.02,0,0,7,0.04,9,0.05,4,0.02,167,0.89,0,0,"187",0.05,0,0,0.14,NA,NA,NA,NA,130,0.84,130,0.79,NA,0.98,28938,0,0.98,NA,NA,0.01,NA,1
37,"Manchester","K-12","Traditional","Urban",20,4,11865,-0.12,16,0,470,0.04,3782,0.32,1354,0.11,5583,0.47,660,0.06,"11,865",0.55,1989,0.17,0.23,602,0.4,612,0.11,4926,0.26,5004,0.19,0.74,0.97,17734,0.1,0.75,0.14,0.06,0.02,0.04,0.966880544948785
87,"Mascenic Regional","K-12","Traditional","Rural",3,1,875,-0.15,0,0,8,0.01,21,0.02,6,0.01,837,0.96,3,0,"875",0.25,3,0,0.16,58,0.68,58,0.25,390,0.51,390,0.39,0.94,0.98,19736,0,0.96,0.04,NA,NA,NA,0.977272727272727
62,"Mascoma Valley","K-12","Traditional","Rural",4,1,1027,-0.1,1,0,6,0.01,21,0.02,3,0,957,0.93,39,0.04,"1,027",0.25,7,0.01,0.22,72,0.66,72,0.33,414,0.51,414,0.41,0.91,0.97,24646,0,0.99,0,0,NA,NA,NA
89,"Mason","K-6","Traditional","Rural",1,0,106,0.43,0,0,4,0.04,1,0.01,0,0,101,0.95,0,0,"106",0.12,0,0,0.14,NA,NA,NA,NA,58,0.82,58,0.8,NA,0.98,21107,0,1,NA,NA,NA,NA,1
26,"Merrimack","K-12","Traditional","Suburban",6,1,3445,-0.08,10,0,79,0.02,191,0.06,47,0.01,2951,0.86,167,0.05,"3,445",0.11,59,0.02,0.22,242,0.7,242,0.26,1440,0.58,1448,0.49,0.88,0.98,21512,0,0.97,0,0.03,0,NA,0.996967859336254
40,"Milford","K-12","Traditional","Suburban",5,1,1982,-0.14,7,0,37,0.02,138,0.07,25,0.01,1719,0.87,56,0.03,"1,982",0.18,43,0.02,0.2,148,0.64,148,0.3,776,0.46,800,0.32,0.88,0.98,20765,0,0.9,NA,0.1,NA,NA,0.956936769440368
64,"Milton","K-12","Traditional","Rural",3,1,510,-0.01,1,0,7,0.01,13,0.03,3,0.01,469,0.92,17,0.03,"510",0.42,2,0,0.25,22,0.5,22,0.2,216,0.37,216,0.24,0.79,0.98,19483,0,0.94,NA,NA,0.02,0.04,0.933333332740741
93,"Monadnock Regional","K-12","Traditional","Rural",7,1,1598,-0.05,4,0,22,0.01,46,0.03,11,0.01,1477,0.92,38,0.02,"1,598",0.36,1,0,0.19,82,0.57,82,0.17,706,0.41,706,0.35,0.84,0.97,21249,0,1,NA,NA,NA,NA,1
77,"Monroe","K-8","Traditional","Rural",1,0,88,0.14,0,0,0,0,5,0.06,0,0,83,0.94,0,0,"88",0.3,0,0,0.27,NA,NA,NA,NA,50,NA,50,NA,NA,0.98,34131,0,NA,NA,NA,NA,NA,0.921875
45,"Moultonborough","K-12","Traditional","Rural",3,1,491,0.02,0,0,3,0.01,11,0.02,5,0.01,467,0.95,5,0.01,"491",0.22,12,0.02,0.2,42,0.78,42,0.38,206,0.54,206,0.43,1,0.98,35664,0,NA,NA,NA,NA,NA,1
42,"Nashua","K-12","Traditional","Urban",20,3,9699,-0.13,8,0,755,0.08,3427,0.35,291,0.03,4747,0.49,471,0.05,"9,699",0.44,1458,0.15,0.22,552,0.67,558,0.3,3714,0.41,3742,0.34,0.87,0.97,18270,0.05,0.76,0.15,0.04,0.04,0,0.961928934090675
4,"Newfound Area","K-12","Traditional","Rural",5,1,1015,-0.03,3,0,5,0,23,0.02,11,0.01,946,0.93,27,0.03,"1,015",0.37,3,0,0.18,48,0.49,48,0.19,460,0.54,460,0.42,0.86,0.97,0,0,0.98,0.01,0,NA,NA,1
31,"Newmarket","K-12","Traditional","Suburban",3,1,973,-0.08,2,0,27,0.03,69,0.07,13,0.01,805,0.83,57,0.06,"973",0.21,10,0.01,0.2,68,0.75,68,0.46,424,0.66,424,0.51,0.95,0.98,23269,0,0.97,NA,0.03,NA,NA,1
43,"Newport","K-12","Traditional","Rural",5,2,710,-0.26,0,0,8,0.01,17,0.02,1,0,672,0.95,12,0.02,"710",0.59,14,0.02,0.29,58,0.41,58,0.05,248,0.29,248,0.11,0.7,0.96,27628,0.2,NA,NA,NA,NA,NA,1
