"state","district","combined_district","supt_first_name","supt_last_name","district_code","grades_served","district_type","urbanicity","num_schools","num_high_schools","enrollment_2025","enrollment_change_6yr_pct","n_aian","n_asian","n_black","n_hispanic","n_multiracial","n_white","n_nhpi","pct_aian","pct_aapi","pct_black","pct_hispanic","pct_multiracial","pct_white","pct_lowinc","pct_el","pct_sped","n_ela_prof_3_8","pct_ela_prof_3_8","n_math_prof_3_8","pct_math_prof_3_8","n_ela_prof_9_12","pct_ela_prof_9_12","n_math_prof_9_12","pct_math_prof_9_12","grad_rate","pct_chronic_absenteeism","per_pupil_spending","pct_csi_tsi","pct_lang_eo","pct_lang_spanish","pct_lang_indo","pct_lang_aapi","pct_lang_other","pct_fte_cert","retention_n","retention_rate"
"Connecticut","Learn","Learn","Kate","Ericson",2450014,"K-12","Regional","Suburban",9,7,1390,-0.45,20,20,117,547,192,494,0,0.01,0.01,0.08,0.39,0.14,0.36,0.59,0.09,0.19,85,0.39,55,0.26,77,0.71,44,0.4,0.97,0.19,24012,0,NA,NA,NA,NA,NA,1,99,0.79
"Connecticut","Norwalk School District","Norwalk School District","Alexandra","Estrella",1030011,"K-12","Traditional","Suburban",25,7,11473,-0.02,35,415,1505,6578,425,2505,10,0,0.04,0.13,0.57,0.04,0.22,0.52,0.23,0.19,2031,0.43,1737,0.37,457,0.54,226,0.27,0.93,0.18,22245,0.05,0.56,0.37,0.06,0.01,0,0.95,794,0.86
"Connecticut","Plymouth School District","Plymouth School District","Brian","Falcone",1110011,"K-12","Traditional","Suburban",5,2,1244,-0.09,10,10,24,220,72,907,0,0.01,0.01,0.02,0.18,0.06,0.73,0.51,0.04,0.26,240,0.42,215,0.38,58,0.71,23,0.28,0.94,0.2,20751,0,0.9,0.09,0,NA,NA,1,101,0.87
"Connecticut","Voluntown School District","Voluntown School District","Scott","Feder",1470011,"K-8","Traditional","Rural",1,0,217,-0.18,0,2,2,12,8,190,2,0,0.02,0.01,0.06,0.04,0.88,0.36,0.05,0.16,65,0.55,63,0.53,NA,NA,NA,NA,NA,0.11,23596,0,1,NA,NA,NA,NA,1,23,0.85
"Connecticut","Watertown School District","Watertown School District","Lisa","Fekete,",1530011,"K-12","Traditional","Suburban",7,3,2528,-0.07,5,31,108,361,98,1920,5,0,0.01,0.04,0.14,0.04,0.76,0.42,0.05,0.18,546,0.46,509,0.43,98,0.59,45,0.27,0.87,0.15,20737,0,0.76,0.11,0.11,NA,0.02,1,192,0.91
"Connecticut","Stamford Charter School for Excellence District","Stamford Charter School for Excellence District","Kevin","Fischer",2960013,"K-8","Charter","Urban",1,0,543,0.37,2,118,219,170,16,15,2,0,0.22,0.4,0.31,0.03,0.03,0.56,0.13,0.06,261,0.77,249,0.74,NA,NA,NA,NA,NA,0.06,11220,0,NA,NA,NA,NA,NA,0.95,15,0.68
"Connecticut","Unified School District #2","Unified School District #2","Matt","Folan",3470015,"7-12","Stage agency","Urban",1,1,80,-0.16,0,0,20,27,6,27,0,0,0,0.25,0.34,0.07,0.34,0,0.04,0.89,9,0.53,9,0.53,6,0.5,6,0.5,NA,0.3,NA,0,NA,NA,NA,NA,NA,NA,29,0.91
"Connecticut","Ashford School District","Ashford School District","Cynthia","Ford",30011,"K-8","Traditional","Rural",1,0,351,-0.1,0,4,7,33,10,294,4,0,0.02,0.02,0.09,0.03,0.84,0.39,0.01,0.17,120,0.53,116,0.51,NA,NA,NA,NA,NA,0.06,26212,0,1,0,NA,NA,NA,1,37,0.92
"Connecticut","Weston School District","Weston School District","Erica","Forti",1570011,"K-12","Traditional","Suburban",4,1,2101,-0.08,15,129,15,199,178,1565,0,0.01,0.06,0.01,0.09,0.08,0.74,0.02,0.01,0.15,788,0.83,772,0.81,151,0.91,120,0.72,0.96,0.04,27531,0,0.86,0.03,0.07,0.04,0.01,1,170,0.9
"Connecticut","Guilford School District","Guilford School District","Paul","Freeman",600011,"K-12","Traditional","Suburban",8,2,3080,-0.05,0,129,18,305,176,2434,18,0,0.05,0.01,0.1,0.06,0.79,0.14,0.02,0.16,1024,0.75,969,0.71,181,0.83,123,0.57,0.96,0.1,22568,0,0.94,0.01,0.02,0.02,0.02,1,252,0.94
"Connecticut","Sterling School District","Sterling School District","Theodore","Friend",1360011,"K-8","Traditional","Rural",1,0,310,-0.15,3,3,3,24,30,248,0,0.01,0.01,0.01,0.08,0.1,0.8,0.44,0.01,0.22,81,0.43,66,0.35,0,NA,0,NA,NA,0.2,20211,0,1,NA,NA,NA,NA,1,24,0.77
"Connecticut","Somers School District","Somers School District","Sam","Galloway",1290011,"K-12","Traditional","Rural",3,1,1347,0,8,8,33,101,29,1169,0,0.01,0.01,0.02,0.07,0.02,0.87,0,0.01,0.15,369,0.57,334,0.51,50,0.71,35,0.5,0.92,0.09,21032,0,0.99,0.01,NA,NA,NA,1,121,0.92
"Connecticut","New Britain School District","New Britain School District","Tony","Gasper",890011,"K-12","Traditional","Suburban",28,5,10038,-0.01,6,206,1067,6857,558,1338,6,0,0.02,0.11,0.68,0.06,0.13,0.76,0.2,0.25,753,0.17,631,0.14,152,0.27,39,0.07,0.71,0.32,19901,0.29,0.55,0.32,0.08,0.01,0.05,1,641,0.89
"Connecticut","Manchester School District","Manchester School District","Matt","Geary",770011,"K-12","Traditional","Suburban",16,5,6122,-0.03,35,516,1504,2239,256,1558,14,0.01,0.09,0.25,0.37,0.04,0.25,0.62,0.09,0.21,934,0.36,750,0.29,160,0.44,63,0.17,0.84,0.22,20321,0.1,0.81,0.08,0.05,0.02,0.03,1,479,0.83
"Connecticut","Waterford School District","Waterford School District","Thomas","Giard",1520011,"K-12","Traditional","Suburban",10,2,2281,-0.08,6,114,59,356,141,1598,7,0,0.05,0.03,0.16,0.06,0.7,0.33,0.06,0.18,563,0.56,577,0.58,140,0.77,104,0.58,0.91,0.11,23838,0,0.98,0,0.01,0,0,1,196,0.95
"Connecticut","Colebrook School District","Colebrook School District","Robert","Gilbert",290011,"K-6","Traditional","Rural",1,0,61,-0.18,0,0,0,3,3,55,0,0,0,0,0.05,0.05,0.9,0.31,0,0.25,19,0.51,19,0.51,NA,NA,NA,NA,NA,0,34174,0,0.95,0.05,NA,NA,NA,1,11,0.92
"Connecticut","Windham School District","Windham School District","Iris","Gomero",1630011,"K-12","Traditional","Rural",14,3,3153,-0.06,4,28,102,2287,73,654,4,0,0.01,0.03,0.73,0.02,0.21,0.73,0.32,0.21,462,0.3,413,0.27,36,0.35,14,0.13,0.8,0.32,23352,0.29,0.64,0.37,NA,NA,NA,0.96,245,0.86
"Connecticut","Lebanon School District","Lebanon School District","Andrew","Gonzalez",710011,"K-12","Traditional","Rural",4,2,968,-0.02,6,10,11,87,25,823,6,0.01,0.02,0.01,0.09,0.03,0.85,0.28,0.01,0.19,239,0.66,215,0.6,39,0.56,21,0.3,0.83,0.12,23517,0,0.9,0.04,0.04,0.03,NA,1,93,0.96
"Connecticut","Franklin School District","Franklin School District","Denise","Grant",530011,"K-8","Traditional","Rural",1,0,188,0.17,2,0,2,15,17,152,0,0.01,0,0.01,0.08,0.09,0.81,0.27,0,0.12,58,0.57,55,0.54,0,NA,0,NA,NA,0.05,19849,0,1,NA,NA,NA,NA,1,14,0.88
"Connecticut","Farmington School District","Farmington School District","Kathleen","Greider",520011,"K-12","Traditional","Suburban",9,2,4195,0.01,5,1037,195,530,274,2149,5,0,0.25,0.05,0.13,0.07,0.51,0.2,0.06,0.13,1504,0.76,1436,0.72,256,0.8,198,0.62,0.96,0.08,19986,0,0.75,0.04,0.08,0.14,0,0.99,289,0.86
"Connecticut","Canton School District","Canton School District","Jordan","Grossman",230011,"K-12","Traditional","Suburban",4,1,1439,-0.09,0,16,83,103,44,1177,16,0,0.02,0.06,0.07,0.03,0.82,0.2,0.01,0.19,416,0.66,391,0.62,80,0.81,49,0.5,0.91,0.14,23009,0,0.97,0.03,NA,0,NA,1,126,0.91
"Connecticut","Marlborough School District","Marlborough School District","Holly","Hageman",790011,"K-6","Traditional","Rural",1,0,458,0.02,2,12,2,43,10,388,0,0.01,0.03,0.01,0.09,0.02,0.85,0.19,0.01,0.13,170,0.69,174,0.7,NA,NA,NA,NA,NA,0.07,19607,0,0.8,0.18,NA,0.02,NA,1,37,0.95
"Connecticut","Ledyard School District","Ledyard School District","Jason","Hartling",720011,"K-12","Traditional","Rural",6,2,2347,-0.03,36,62,68,342,229,1604,6,0.02,0.03,0.03,0.15,0.1,0.68,0.29,0.02,0.2,523,0.5,482,0.46,136,0.78,66,0.38,0.94,0.14,18092,0,0.96,0.01,0.01,0.02,NA,1,170,0.87
"Connecticut","Salem School District","Salem School District","Brian","Hendrickson",1210011,"K-8","Traditional","Rural",1,0,392,-0.07,2,2,6,38,23,320,0,0.01,0.01,0.02,0.1,0.06,0.82,0.24,0.01,0.16,135,0.54,123,0.5,0,NA,0,NA,NA,0.13,20816,0,0.96,0.04,NA,NA,NA,1,27,0.82
"Connecticut","Hamden School District","Hamden School District","Gary","Highsmith",620011,"K-12","Traditional","Suburban",22,3,5464,-0.01,6,364,1782,1630,373,1304,6,0,0.07,0.33,0.3,0.07,0.24,0.46,0.09,0.2,962,0.4,807,0.34,186,0.48,71,0.18,0.84,0.21,23244,0,0.84,0.07,0.01,0.01,0.07,1,388,0.9
"Connecticut","North Stonington School District","North Stonington School District","Troy","Hopkins",1020011,"K-12","Traditional","Rural",2,1,726,-0.03,3,6,6,42,16,650,3,0,0.01,0.01,0.06,0.02,0.9,0.19,0,0.14,202,0.66,209,0.69,40,0.82,20,0.42,0.94,0.14,20659,0,NA,NA,NA,NA,NA,1,72,0.89
"Connecticut","Sprague School District","Sprague School District","William","Hull",1330011,"K-8","Traditional","Rural",1,0,265,-0.05,3,3,3,45,37,173,0,0.01,0.01,0.01,0.17,0.14,0.65,0.55,0.01,0.19,59,0.35,39,0.23,NA,NA,NA,NA,NA,0.19,19606,0,0.97,0.01,0.02,NA,NA,NA,19,0.83
"Connecticut","Union School District","Union School District","Steven","Jackopsic",1450011,"K-8","Traditional","Rural",1,0,49,0.07,0,0,0,NA,NA,46,0,NA,NA,NA,NA,NA,NA,2,0,1,4,0.57,4,0.57,NA,NA,NA,NA,NA,0.2,25429,0,NA,NA,NA,NA,NA,0.95,6,0.67
"Connecticut","Explorations District","Explorations District","Serena","Johnson",2720013,"9-12","Charter","Rural",1,1,77,-0.17,0,0,6,10,6,55,0,0,0,0.08,0.13,0.08,0.71,0.58,0,0.38,NA,NA,NA,NA,11,0.52,3,0.14,0.65,0.41,19094,0,NA,NA,NA,NA,NA,1,10,0.83
"Connecticut","Elm City College Preparatory School District","Elm City College Preparatory School District","Jill","Johnson",2890013,"K-12","Charter","Urban",1,1,760,-0.01,0,0,454,277,16,6,6,0,0.01,0.6,0.36,0.02,0.01,0.78,0.12,0.12,137,0.38,106,0.29,17,0.53,6,0.19,0.77,0.26,16606,0,NA,NA,NA,NA,NA,1,27,0.59
"Connecticut","Greenwich School District","Greenwich School District","Toni","Jones",570011,"K-12","Traditional","Suburban",17,3,8465,-0.06,10,724,144,2042,541,4995,10,0,0.09,0.02,0.24,0.06,0.59,0.2,0.05,0.16,2882,0.79,2805,0.78,559,0.86,414,0.64,0.96,0.1,27791,0,0.76,0.11,0.07,0.05,0,0.96,738,0.94
"Connecticut","Lisbon School District","Lisbon School District","Sally","Keating",730011,"K-8","Traditional","Rural",1,0,422,0,5,5,9,51,32,320,0,0.01,0.01,0.02,0.12,0.08,0.76,0.36,0.02,0.22,123,0.48,113,0.44,0,NA,0,NA,NA,0.15,19301,0,0.96,0.04,NA,NA,NA,1,32,0.84
"Connecticut","Monroe School District","Monroe School District","Joseph","Kobza",850011,"K-12","Traditional","Suburban",7,3,3458,0.1,4,194,128,596,139,2393,4,0,0.06,0.04,0.17,0.04,0.69,0.13,0.02,0.17,1140,0.74,975,0.63,211,0.79,126,0.47,0.96,0.07,19719,0,0.88,0.04,0.04,0.04,NA,1,242,0.94
"Connecticut","Eastford School District","Eastford School District","Donna","Leake",390011,"K-8","Traditional","Rural",1,0,173,0.15,0,2,2,15,12,143,0,0,0.01,0.01,0.09,0.07,0.83,0.25,0.02,0.2,65,0.64,56,0.55,NA,NA,NA,NA,NA,0.09,22285,0,1,NA,NA,NA,NA,0.98,17,0.94
"Connecticut","Regional School District 13","Regional School District 13","Sydney","Leggett",2130012,"K-12","Regional","Rural",7,3,1339,-0.12,7,18,7,117,40,1150,0,0.01,0.01,0.01,0.09,0.03,0.86,0.17,0.01,0.22,380,0.62,298,0.49,60,0.78,40,0.52,0.94,0.11,28300,0,1,0,0,NA,NA,0.99,123,0.94
"Connecticut","Regional School District 07","Regional School District 07","Steven","LePage",2070012,"7-12","Regional","Rural",7,6,818,-0.21,4,8,4,41,13,749,0,0,0.01,0,0.05,0.02,0.92,0.26,0.01,0.23,143,0.65,126,0.58,87,0.74,44,0.37,0.98,0.16,27204,0,NA,NA,NA,NA,NA,1,79,0.86
"Connecticut","Norwich School District","Norwich School District","Susan","Lessard",1040011,"K-12","Traditional","Urban",16,3,3291,-0.08,7,192,630,1301,285,864,12,0,0.06,0.19,0.4,0.09,0.26,0.77,0.25,0.23,552,0.27,376,0.19,0,NA,0,NA,NA,0.21,23566,0.22,0.8,0.11,0.05,0.04,NA,0.99,226,0.78
"Connecticut","Winchester School District","Winchester School District","Julie","Luby",1620011,"K-6","Traditional","Rural",2,0,599,0.04,1,9,20,93,25,450,1,0,0.02,0.03,0.16,0.04,0.75,0.58,0.06,0.2,135,0.42,128,0.4,NA,NA,NA,NA,NA,0.26,23080,0,0.89,0.09,NA,0.01,NA,0.95,48,0.86
"Connecticut","Stamford School District","Stamford School District","Tamu","Lucero",1350011,"K-12","Traditional","Urban",31,8,16185,-0.03,28,926,2056,8805,550,3808,12,0,0.06,0.13,0.54,0.03,0.24,0.54,0.19,0.17,2530,0.36,2272,0.33,540,0.51,248,0.23,0.8,0.19,23201,0,0.56,0.33,0.08,0.02,0.01,1,1152,0.87
"Connecticut","New Canaan School District","New Canaan School District","Bryan","Luizzi",900011,"K-12","Traditional","Suburban",6,2,4060,-0.04,6,303,55,278,219,3194,6,0,0.08,0.01,0.07,0.05,0.79,0,0,0.14,1608,0.88,1611,0.88,275,0.93,222,0.75,0.96,0.04,26175,0,0.89,0,0.06,0.04,0,1,323,0.91
"Connecticut","Vernon School District","Vernon School District","Joseph","Macary",1460011,"K-12","Traditional","Suburban",11,3,3236,0.03,1,223,346,801,306,1558,1,0,0.07,0.11,0.25,0.09,0.48,0.56,0.04,0.2,740,0.55,607,0.45,113,0.48,55,0.24,0.89,0.13,19243,0,0.91,0.03,0.04,0.01,0.01,1,246,0.86
"Connecticut","Cromwell School District","Cromwell School District","Enza","Macri",330011,"K-12","Traditional","Suburban",4,1,1841,-0.07,3,95,117,277,110,1236,3,0,0.05,0.06,0.15,0.06,0.67,0.3,0.05,0.14,534,0.61,466,0.53,75,0.68,43,0.39,0.94,0.12,20663,0,0.85,0.01,0.13,0.02,NA,0.99,133,0.84
"Connecticut","Southington School District","Southington School District","Steven","Madancy",1310011,"K-12","Traditional","Suburban",24,5,6200,-0.02,2,317,156,841,324,4558,2,0,0.05,0.03,0.14,0.05,0.74,0.27,0.04,0.17,1831,0.67,1822,0.67,340,0.7,176,0.36,0.91,0.1,18965,0,0.88,0.01,0.07,0.02,0.01,1,462,0.9
"Connecticut","Oxford School District","Oxford School District","Ralph","Marino",1080011,"K-12","Traditional","Rural",7,3,1622,-0.06,4,46,45,205,34,1284,4,0,0.03,0.03,0.13,0.02,0.79,0.18,0.02,0.17,521,0.7,435,0.58,71,0.61,47,0.41,0.94,0.12,21221,0,0.91,0.09,NA,NA,NA,1,132,0.93
"Connecticut","Westbrook School District","Westbrook School District","Kristina","Martineau",1540011,"K-12","Traditional","Suburban",4,2,592,-0.12,0,6,6,161,13,407,0,0,0.01,0.01,0.27,0.02,0.69,0.41,0.16,0.16,147,0.59,164,0.66,24,0.55,19,0.44,0.94,0.08,33851,0,NA,NA,NA,NA,NA,0.99,70,0.85
"Connecticut","Griswold School District","Griswold School District","Sean","McKenna",580011,"K-12","Traditional","Rural",4,2,1823,0.03,10,42,61,273,129,1299,10,0.01,0.03,0.03,0.15,0.07,0.71,0.54,0.02,0.21,346,0.48,261,0.36,83,0.6,25,0.18,0.83,0.23,19279,0.33,1,NA,NA,NA,NA,1,123,0.87
"Connecticut","Regional School District 09","Regional School District 09","Jason","McKinnon",2090012,"9-12","Regional","Rural",1,1,712,-0.18,0,37,13,77,28,557,0,0,0.05,0.02,0.11,0.04,0.78,0.11,0,0.15,NA,NA,NA,NA,134,0.81,98,0.59,0.95,0.16,30920,0,NA,NA,NA,NA,NA,1,64,0.9
"Connecticut","Regional School District 08","Regional School District 08","Colin","McNamara",2080012,"7-12","Regional","Rural",2,1,1075,-0.24,1,11,12,102,36,912,1,0,0.01,0.01,0.09,0.03,0.85,0.19,0,0.15,211,0.61,194,0.57,145,0.82,88,0.5,0.94,0.14,25449,0,NA,NA,NA,NA,NA,1,113,0.9
"Connecticut","Goodwin University Educational Services (GUES)","Goodwin University Educational Services (GUES)","Salvatore","Menzo",2310018,"K-12","Traditional","Urban",2,1,1223,Inf,4,31,383,596,68,137,4,0,0.03,0.31,0.49,0.06,0.11,0.57,0.13,0.17,101,0.24,65,0.15,47,0.45,12,0.11,0.82,0.29,20132,0.5,NA,NA,NA,NA,NA,1,66,0.65
"Connecticut","Enfield School District","Enfield School District","Steven","Moccio",490011,"K-12","Traditional","Suburban",19,5,4694,-0.07,4,100,317,1126,298,2844,4,0,0.02,0.07,0.24,0.06,0.61,0.51,0.04,0.21,907,0.46,760,0.39,179,0.57,93,0.3,0.9,0.18,18781,0,0.9,0.05,0.03,0.01,0.01,1,327,0.76
"Connecticut","Jumoke Academy District","Jumoke Academy District","Troy","Monroe",2610013,"K-12","Charter","Urban",1,1,571,-0.19,2,0,528,39,2,0,0,0,0,0.92,0.07,0,0,0.01,0.02,0.08,72,0.22,63,0.2,0,NA,0,NA,NA,0.2,17124,0,NA,NA,NA,NA,NA,0.71,22,0.73
"Connecticut","Woodbridge School District","Woodbridge School District","Christopher","Montini",1670011,"K-6","Traditional","Suburban",1,0,862,0.02,10,129,10,86,61,565,0,0.01,0.15,0.01,0.1,0.07,0.66,0.13,0.07,0.13,396,0.8,396,0.8,NA,NA,NA,NA,NA,0.1,20283,0,0.86,0.01,0.04,0.06,0.03,1,69,0.93
"Connecticut","Mansfield School District","Mansfield School District","Candace","Morell",780011,"K-8","Traditional","Rural",2,0,966,-0.15,2,121,36,188,36,581,2,0,0.13,0.04,0.19,0.04,0.6,0.32,0.08,0.14,418,0.67,398,0.64,NA,NA,NA,NA,NA,0.07,25984,0,0.85,0.02,0.04,0.09,0.01,1,84,0.88
"Connecticut","Regional School District 14","Regional School District 14","Brian","Murphy",2140012,"K-12","Regional","Rural",5,2,1561,-0.02,2,12,23,250,56,1216,2,0,0.01,0.01,0.16,0.04,0.78,0.2,0.01,0.19,376,0.65,333,0.57,131,0.71,76,0.41,0.96,0.09,24147,0,0.93,0.02,0.05,NA,0,1,125,0.89
"Connecticut","Brookfield School District","Brookfield School District","Rich","Napoli",180011,"K-12","Traditional","Suburban",3,1,2542,-0.03,24,195,103,466,12,1731,12,0.01,0.08,0.04,0.18,0,0.68,0.24,0.05,0.14,710,0.62,620,0.54,154,0.76,87,0.43,0.94,0.04,20908,0,0.87,0.03,0.07,0.03,NA,1,185,0.9
"Connecticut","Killingly School District","Killingly School District","Susan","Nash-Ditzel",690011,"K-12","Traditional","Rural",5,1,2392,-0.04,4,44,51,317,165,1807,4,0,0.02,0.02,0.13,0.07,0.76,0.51,0.03,0.21,432,0.43,297,0.3,117,0.62,31,0.16,0.85,0.2,20989,0,0.9,0.04,0.06,0,NA,1,178,0.88
"Connecticut","New Haven School District","New Haven School District","Madeline","Negrón",930011,"K-12","Traditional","Urban",53,15,18817,-0.09,35,810,5928,9506,728,1803,7,0,0.04,0.32,0.51,0.04,0.1,0.76,0.24,0.16,1833,0.24,1328,0.17,368,0.32,135,0.12,0.72,0.32,21371,0.16,0.6,0.32,0.06,0,0.02,0.98,1299,0.87
"Connecticut","Regional School District 18","Regional School District 18","Ian","Neviaser",2180012,"K-12","Regional","Rural",6,2,1281,-0.01,0,37,8,88,54,1094,0,0,0.03,0.01,0.07,0.04,0.85,0.15,0.03,0.15,421,0.77,410,0.75,79,0.92,61,0.71,0.95,0.1,24634,0,0.93,0.03,0.03,0,NA,1,106,0.87
"Connecticut","East Lyme School District","East Lyme School District","Jeffrey","Newton",450011,"K-12","Traditional","Suburban",7,2,2500,-0.07,6,231,46,271,158,1782,6,0,0.09,0.02,0.11,0.06,0.71,0.25,0.04,0.21,697,0.69,642,0.63,192,0.82,114,0.49,0.94,0.08,23370,0,0.89,0.02,0.05,0.05,0,1,217,0.9
"Connecticut","Ellington School District","Ellington School District","Scott","Nicol",480011,"K-12","Traditional","Suburban",8,4,2526,-0.06,49,278,128,233,49,1789,0,0.02,0.11,0.05,0.09,0.02,0.71,0.24,0.02,0.18,799,0.69,793,0.68,134,0.76,87,0.49,0.93,0.11,19106,0,0.92,0.05,0.02,NA,NA,1,199,0.92
"Connecticut","Side By Side Charter School District","Side By Side Charter School District","Matthew","Nittoly",2700013,"K-8","Charter","Suburban",1,0,236,0,0,8,52,144,8,23,0,0,0.04,0.22,0.61,0.04,0.1,0.61,0.19,0.07,73,0.56,65,0.5,NA,NA,NA,NA,NA,0.09,16296,0,NA,NA,NA,NA,NA,1,13,0.76
